Seq,DateListed,縣市別代碼,鄉鎮市區代碼,縣市,鄉鎮市區,村里,鄰,部落傳統名制_羅馬拼音,部落名稱,X座標,Y座標,定位點,緯度,經度,族別
495,"20220725","10014","10014050","臺東縣","鹿野鄉","瑞隆村","1~13","Kanao’pu","卡拿吾部部落","265372.572","2537944.634","鹿野運動公園","22.94269","121.1499","阿美族"
496,"20220725","10014","10014060","臺東縣","池上鄉","大埔村","1~7","Kalokapuk","大埔部落","271825.944","2557645.196","台東池上服務所","23.12053","121.2131","阿美族"
497,"20220725","10014","10014060","臺東縣","池上鄉","大埔村","8~9","Dihekoay","陸安部落","269257.579","2558936.44","三岔路口","23.13222","121.188","阿美族"
498,"20220725","10014","10014060","臺東縣","池上鄉","振興村","1~12","Muliyaw","振興部落","270053.558","2549114.692","萬安國小振興分校","23.04351","121.1957","阿美族"
499,"20220725","10014","10014060","臺東縣","池上鄉","富興村","1~9","Cikowa’ay","富興部落","272697.626","2553501.298","東197縣道","23.08309","121.2215","阿美族"
500,"20220725","10014","10014060","臺東縣","池上鄉","福文村","1~21","Cicala'ay","福文部落","272161.935","2558421.863","大同路","23.12753","121.2164","阿美族"
501,"20220725","10014","10014060","臺東縣","池上鄉","福原村","1~19","Ciataw","福原部落","272005.129","2558178.77","福原國小","23.12534","121.2149","阿美族"
502,"20220725","10014","10014060","臺東縣","池上鄉","慶豐村","1~11","Cipuwa","慶豐部落","273630.119","2558210.098","大坡國小","23.1256","121.2307","阿美族"
503,"20220725","10014","10014060","臺東縣","池上鄉","新興村","1~10","Fangafangasan","新興部落","271019.102","2557091.967","池上國中","23.11554","121.2052","阿美族"
504,"20220725","10014","10014060","臺東縣","池上鄉","大坡村","1~7","Kawaliwali","大坡部落","273840.482","2557829.326","東9-1縣道","23.12216","121.2328","阿美族"
505,"20220725","10014","10014070","臺東縣","東河鄉","北源村","1~8","Asiroay","阿奚露艾部落","279720.522","2544514.327","泰源國中","23.00182","121.2899","阿美族"
506,"20220725","10014","10014070","臺東縣","東河鄉","北源村","9~16","Howak","乎哇固部落","278353.257","2546125.429","泰源技能訓練所","23.0164","121.2766","阿美族"
507,"20220725","10014","10014070","臺東縣","東河鄉","北源村","17~33","Cilafinan","基拉菲婻部落","279632.307","2548003.788","富東公路","23.03334","121.2891","阿美族"
508,"20220725","10014","10014070","臺東縣","東河鄉","北源村","34~47","Sena'","順那部落","280034.642","2548679.371","北源國小","23.03943","121.2931","阿美族"
509,"20220725","10014","10014070","臺東縣","東河鄉","興昌村","1~33","Pa'anifong","巴阿尼豐部落","275541.907","2532703.365","興隆國小","22.89523","121.249","阿美族"
510,"20220725","10014","10014070","臺東縣","東河鄉","隆昌村","1~20","Kalifangar","佳尼發納部落","277477.325","2536109.671","花東海岸公路","22.92596","121.2679","阿美族"
511,"20220725","10014","10014070","臺東縣","東河鄉","都蘭村","1~48","‘Etolan","阿度蘭部落","273282.844","2530785.405","都蘭國小","22.87794","121.2269","阿美族"
512,"20220725","10014","10014070","臺東縣","東河鄉","泰源村","1~32","Alapawan","阿拉巴灣部落","279223.021","2544136.597","泰源國小","22.99842","121.2851","阿美族"
513,"20220725","10014","10014070","臺東縣","東河鄉","東河村","1~22","Fafokod","發富谷部落","281159.373","2541121.015","東河國小","22.97115","121.3039","阿美族"
514,"20220725","10014","10014070","臺東縣","東河鄉","尚德村","1~15","Ma’olaway","瑪屋撈外部落","274674.185","2540168.097","尚德國小","22.96266","121.2406","阿美族"
515,"20220725","10014","10014120","臺東縣","海端鄉","加拿村","1,4~5","Kanahcian","加和部落","263389.263","2544405.145","加拿國小","23.00105","121.1306","布農族"
516,"20220725","10014","10014120","臺東縣","海端鄉","加拿村","2~3","Kanaluk","加樂部落","263400.519","2545253.077","十字路口","23.00871","121.1307","布農族"
517,"20220725","10014","10014120","臺東縣","海端鄉","加拿村","6~8","Bacingul","加平部落","263147.93","2544229.707","十字路口","22.99947","121.1283","布農族"
518,"20220725","10014","10014120","臺東縣","海端鄉","崁頂村","1~4","Kamcing","崁頂部落","265013.476","2549260.923","崁頂國小","23.04489","121.1465","布農族"
519,"20220725","10014","10014120","臺東縣","海端鄉","崁頂村","5~6","Kusunuki","紅石部落","266396.088","2551737.753","崁頂國小紅石分校","23.06724","121.16","布農族"
520,"20220725","10014","10014120","臺東縣","海端鄉","海端村","1~5","Haitutuan","山平部落","268056.97","2555570.361","海端國小","23.10183","121.1763","布農族"
521,"20220725","10014","10014120","臺東縣","海端鄉","海端村","6","Takinusta","瀧下部落","267778.025","2556346.726","南部橫貫公路","23.10885","121.1736","布農族"
522,"20220725","10014","10014120","臺東縣","海端鄉","海端村","7~8","Sulai-iaz","初來部落","267307.449","2557215.195","初來國小","23.1167","121.169","布農族"
523,"20220725","10014","10014120","臺東縣","海端鄉","海端村","9~10","Samuluh","新武部落","262848.25","2558953.698","初來國小新武分校","23.13244","121.1255","布農族"
524,"20220725","10014","10014120","臺東縣","海端鄉","廣原村","1~2","Tuapuu","大埔部落","270785.063","2561207.477","東3縣道","23.12053","121.203","布農族"
525,"20220725","10014","10014120","臺東縣","海端鄉","廣原村","3~5","Takimi","龍泉部落","269625.75","2561432.829","關山分局龍泉派出所","23.15476","121.1917","布農族"
526,"20220725","10014","10014120","臺東縣","海端鄉","廣原村","6~8","Likau-uan","錦屏部落","268039.197","2558934.74","錦屏國小","23.13222","121.1761","布農族"
527,"20220725","10014","10014120","臺東縣","海端鄉","霧鹿村","1~4","Bulbul","霧鹿部落","254254.113","2563029.274","霧鹿國小","23.16928","121.0416","布農族"
528,"20220725","10014","10014120","臺東縣","海端鄉","霧鹿村","5~6","Vahu","下馬部落","256678.855","2561502.854","南部橫貫公路","23.15549","121.0652","布農族"
529,"20220725","10014","10014120","臺東縣","海端鄉","利稻村","1~3","Litu","利稻部落","252585.025","2564975.214","霧鹿國小利稻分校","23.18686","121.0253","布農族"
530,"20220725","10014","10014030","臺東縣","關山鎮","新福里","7、10~1","Parupu","新福部落","267863.108","2549910.967","東7縣道","23.05073","121.1743","阿美族"
531,"20220725","10014","10014030","臺東縣","關山鎮","德高里","1~17","Takofan","德高部落","268233.436","2552495.664","德高國小","23.07407","121.178","阿美族"
532,"20220725","10014","10014030","臺東縣","關山鎮","電光里","1~17","Himoti","電光部落","267807.569","2544967.314","電光國小","23.00608","121.1737","阿美族"
533,"20220725","10014","10014030","臺東縣","關山鎮","豐泉里","3、5","Ciwcia","豐泉部落","266666.949","2550081.911","公園","23.05228","121.1626","阿美族"
534,"20220725","10014","10014030","臺東縣","關山鎮","月眉里","1~7","Cu ki ngo","月眉部落","265165.233","2545338.057","月眉國小","23.00946","121.1479","阿美族"
535,"20220725","10014","10014030","臺東縣","關山鎮","里?里","30~33","Cipurungan","隆興部落","266480.667","2548645.021","花東縱谷公路","23.03931","121.1608","阿美族"
536,"20220725","10014","10014100","臺東縣","大武鄉","大武村","1~23","Pangwi","大武部落","240219.494","2473978.931","大武國小","22.36505","120.905","排灣族"
537,"20220725","10014","10014100","臺東縣","大武鄉","大武村","24~25","Qaljapang","加羅板部落","237412.437","2473555.398","加羅板大橋","22.36121","120.8778","排灣族"
538,"20220725","10014","10014100","臺東縣","大武鄉","大竹村","1~4","Tjukuvulj","愛國蒲部落","242137.42","2483711.495","十字路口","22.45296","120.9236","排灣族"
539,"20220725","10014","10014100","臺東縣","大武鄉","大竹村","9~11","Tjacupu","大竹，工作地部落","243656.12","2482310.625","海岸巡大竹機動巡邏站","22.44031","120.9384","排灣族"
540,"20220725","10014","10014100","臺東縣","大武鄉","大竹村","12~13","Seqalapit","斯卡拉比部落","242975.709","2480421.969","南迴公路","22.42325","120.9318","排灣族"
541,"20220725","10014","10014100","臺東縣","大武鄉","大竹村","14~17","Seqeciin","加津林部落","242123.942","2479623.203","加津林聯外道路","22.41603","120.9235","排灣族"
542,"20220725","10014","10014100","臺東縣","大武鄉","大鳥村","1~16","Pacavalj","大鳥部落","238545.479","2467677.489","南興村衛生室","22.30813","120.8888","排灣族"
543,"20220725","10014","10014100","臺東縣","大武鄉","大鳥村","17~18","Ku shu shu","和平部落","239829.964","2474266.47","達新產業道路","22.36764","120.9012","排灣族"
544,"20220725","10014","10014100","臺東縣","大武鄉","尚武村","16~18","Qu chn.la love vn","古庄部落(含太湖部落)","237436.115","2471821.107","台鐵古莊站","22.34554","120.878","排灣族"
545,"20220725","10014","10014100","臺東縣","大武鄉","南興村","3~13","Ru ja qas","魯加卡斯部落","238545.479","2467677.489","南興村衛生室","22.30813","120.8888","排灣族"
546,"20220725","10014","10014140","臺東縣","金峰鄉","新興村","1","Tjudjaas","都達卡斯部落","250352.657","2503480.913","新興國小","22.63152","121.0034","排灣族"
547,"20220725","10014","10014140","臺東縣","金峰鄉","新興村","1、2","Gadu","卡多部落","250352.657","2503480.913","新興國小","22.63152","121.0034","排灣族"
548,"20220725","10014","10014140","臺東縣","金峰鄉","新興村","2、5","Kinilukuljan","給你路古洋部落","250352.657","2503480.913","新興國小","22.63152","121.0034","排灣族"
549,"20220725","10014","10014140","臺東縣","金峰鄉","新興村","3、5","Vukide","富給特部落","250352.657","2503480.913","新興國小","22.63152","121.0034","排灣族"
550,"20220725","10014","10014140","臺東縣","金峰鄉","新興村","3","Sapulju","撒布優部落","250352.657","2503480.913","新興國小","22.63152","121.0034","排灣族"
551,"20220725","10014","10014140","臺東縣","金峰鄉","新興村","4","Tjaviljaul","叉飛勞巫勒部落","250352.657","2503480.913","新興國小","22.63152","121.0034","排灣族"
552,"20220725","10014","10014140","臺東縣","金峰鄉","新興村","4","Pudun","布頓部落","250352.657","2503480.913","新興國小","22.63152","121.0034","排灣族"
553,"20220725","10014","10014140","臺東縣","金峰鄉","新興村","5","Djelunavunavuk","德路那弗那弗克部落","250352.657","2503480.913","新興國小","22.63152","121.0034","排灣族"
554,"20220725","10014","10014140","臺東縣","金峰鄉","賓茂村","1","Djumulj","賓茂部落","245958.083","2492509.736","金峰衛生所","22.53243","120.9607","排灣族"
555,"20220725","10014","10014140","臺東縣","金峰鄉","賓茂村","1","Tjukuvulj","讀古物部落","245958.083","2492509.736","金峰衛生所","22.53243","120.9607","排灣族"
556,"20220725","10014","10014140","臺東縣","金峰鄉","賓茂村","1","Mananigay","馬拿尼開部落","245958.083","2492509.736","金峰衛生所","22.53243","120.9607","排灣族"
557,"20220725","10014","10014140","臺東縣","金峰鄉","賓茂村","2","Laliavan","拉里亞灣部落","245958.083","2492509.736","金峰衛生所","22.53243","120.9607","排灣族"
558,"20220725","10014","10014140","臺東縣","金峰鄉","賓茂村","3","Tudrivuan","篤立富安部落","245958.083","2492509.736","金峰衛生所","22.53243","120.9607","排灣族"
559,"20220725","10014","10014140","臺東縣","金峰鄉","賓茂村","4","Tjukuvulj-viri","肚久武部落","245958.083","2492509.736","金峰衛生所","22.53243","120.9607","排灣族"
560,"20220725","10014","10014140","臺東縣","金峰鄉","正興村","1~2","Kalatadrang","卡拉達蘭部落","249597.198","2500538.29","介達國小","22.60494","120.9961","排灣族"
561,"20220725","10014","10014140","臺東縣","金峰鄉","正興村","3~5","Tjulitjulik","斗里斗里部落","249597.198","2500538.29","介達國小","22.60494","120.9961","排灣族"
562,"20220725","10014","10014140","臺東縣","金峰鄉","正興村","5~7","Paumeli","包霧目力部落","249597.198","2500538.29","介達國小","22.60494","120.9961","排灣族"
563,"20220725","10014","10014140","臺東縣","金峰鄉","正興村","7~8","Viljauljaul","比魯部落","249597.198","2500538.29","介達國小","22.60494","120.9961","排灣族"
564,"20220725","10014","10014140","臺東縣","金峰鄉","嘉蘭村","1~2","Madaljalu","馬達壓路部落","246043.153","2499479.501","嘉蘭國小","22.59538","120.9615","排灣族"
565,"20220725","10014","10014140","臺東縣","金峰鄉","嘉蘭村","1、9","Valjulu","娃優魯部落","246043.153","2499479.501","嘉蘭國小","22.59538","120.9615","排灣族"
566,"20220725","10014","10014140","臺東縣","金峰鄉","嘉蘭村","1、9","Maledep","麻勒得泊部落","246043.153","2499479.501","嘉蘭國小","22.59538","120.9615","排灣族"
567,"20220725","10014","10014140","臺東縣","金峰鄉","嘉蘭村","3~4","Tjuletevetevek","督魯得福得福閣部落","246043.153","2499479.501","嘉蘭國小","22.59538","120.9615","排灣族"
568,"20220725","10014","10014140","臺東縣","金峰鄉","嘉蘭村","3~6","Kaaluan","卡阿魯彎部落","246043.153","2499479.501","嘉蘭國小","22.59538","120.9615","排灣族"
569,"20220725","10014","10014140","臺東縣","金峰鄉","嘉蘭村","7","Maljivel","馬里弗勒部落","246043.153","2499479.501","嘉蘭國小","22.59538","120.9615","排灣族"
570,"20220725","10014","10014140","臺東縣","金峰鄉","嘉蘭村","7","Tjuluuai","都魯烏外部落","246043.153","2499479.501","嘉蘭國小","22.59538","120.9615","排灣族"
571,"20220725","10014","10014140","臺東縣","金峰鄉","嘉蘭村","9~11","Ngudra-drekai","新富社區魯凱族部落","246043.153","2499479.501","嘉蘭國小","22.59538","120.9615","魯凱族"
572,"20220725","10014","10014140","臺東縣","金峰鄉","歷坵村","1~5","Rulakes","魯拉克斯部落","242451.824","2491783.839","歷坵村衛生室","22.52586","120.9266","排灣族"
573,"20220725","10014","10014130","臺東縣","延平鄉","桃源村","1~11","Pasikau","巴喜告部落","258595.055","2533504.299","桃源國小","22.90264","121.0838","布農族"
574,"20220725","10014","10014130","臺東縣","延平鄉","桃源村","11","Talunas","達魯那斯部落","259229.453","2534157.132","昇平路","22.90853","121.09","布農族"
575,"20220725","10014","10014130","臺東縣","延平鄉","桃源村","12","Kainisungan","卡努舒岸部落","257813.838","2532919.351","下里路","22.89736","121.0762","布農族"
576,"20220725","10014","10014130","臺東縣","延平鄉","桃源村","無鄰數","Kamisatu","卡米莎度部落","255800.278","2530306.439","清水路","22.87377","121.0565","布農族"
577,"20220725","10014","10014130","臺東縣","延平鄉","鸞山村","1~3、8","Nakanu","拿卡努部落","265402.842","2533050.803","鸞山國小","22.89849","121.1501","布農族"
578,"20220725","10014","10014130","臺東縣","延平鄉","鸞山村","4~5","Kaminu","卡米努部落","266051.831","2535313.78","延平鄉垃圾環境掩埋場","22.91892","121.1565","布農族"
579,"20220725","10014","10014130","臺東縣","延平鄉","鸞山村","9~10","Kalisahan","卡里沙汗部落","266372.689","2531823.399","東40縣道","22.8874","121.1596","布農族"
580,"20220725","10014","10014130","臺東縣","延平鄉","鸞山村","11~12","Minami","米娜咪部落","266440.279","2531351.248","榕山路","22.88313","121.1602","布農族"
581,"20220725","10014","10014130","臺東縣","延平鄉","永康村","1~5","Su nun sung","蘇儂頌部落","261703.444","2536920.801","永康村衛生室","22.93347","121.1141","布農族"
582,"20220725","10014","10014130","臺東縣","延平鄉","武陵村","1~9","Buklavu","布谷拉夫部落","261925.322","2540951.811","武陵國小","22.96987","121.1163","布農族"
583,"20220725","10014","10014130","臺東縣","延平鄉","紅葉村","1~5","Vakangan","瓦岡岸部落","256492.468","2532448.043","紅葉國小","22.89311","121.0633","布農族"
584,"20220725","10014","10014150","臺東縣","達仁鄉","台?村","1","Tjuamanges","加滿額斯部落","240645.003","2486593.268","台?路","22.47898","120.9091","排灣族"
585,"20220725","10014","10014150","臺東縣","達仁鄉","台?村","2~4","Tjuaqau","台?部落","240551.756","2486440.128","三岔路口","22.47759","120.9082","排灣族"
586,"20220725","10014","10014150","臺東縣","達仁鄉","台?村","5~6","Tjuavanaq","嘉發那部落","240468.553","2486409.728","台?國小","22.47732","120.9074","排灣族"
587,"20220725","10014","10014150","臺東縣","達仁鄉","台?村","7~9","Larepaq","拉里巴部落","241089.525","2486737.054","拉里巴路","22.48028","120.9134","排灣族"
588,"20220725","10014","10014150","臺東縣","達仁鄉","土?村","1~12","Tjuabal","土?部落","238437.653","2483809.267","土?國小","22.45382","120.8877","排灣族"
589,"20220725","10014","10014150","臺東縣","達仁鄉","土?村","13、14","Dralendren","新興部落","237091.21","2482689.589","東68縣道","22.4437","120.8746","排灣族"
590,"20220725","10014","10014150","臺東縣","達仁鄉","南田村","4","Seljupetje","南田部落","238648.722","2464198.015","南田路","22.2767","120.8898","排灣族"
591,"20220725","10014","10014150","臺東縣","達仁鄉","安朔村","1~13","Aljungic","安朔部落","236444.801","2466129.706","安朔國小","22.29413","120.8684","排灣族"
592,"20220725","10014","10014150","臺東縣","達仁鄉","新化村","6","Sinka","新化部落","234898.799","2477057.722","森茂路","22.39282","120.8533","排灣族"
593,"20220725","10014","10014150","臺東縣","達仁鄉","森永村","9","Mulinaga","森永部落","236136.15","2464859.224","南迴公路","22.28266","120.8655","排灣族"
594,"20220725","10014","10014090","臺東縣","太麻里鄉","北里村","3~13","Lupakatj","魯巴卡茲部落","250692.761","2503344.653","東61縣道","22.63029","121.0067","排灣族"
595,"20220725","10014","10014090","臺東縣","太麻里鄉","大王村","1~20","Tjavualji","大麻里部落","250384.08","2501463.001","大王國小","22.61329","121.0037","排灣族"
596,"20220725","10014","10014090","臺東縣","太麻里鄉","美和村","9~12","Anasolay","荒野部落","254575.826","2510274.428","專用道路","22.69286","121.0445","阿美族"
597,"20220725","10014","10014090","臺東縣","太麻里鄉","泰和村","15~17","Takidis","德其里部落","249751.826","2500137.587","八八水災紀念館","22.60132","120.9976","阿美族"
598,"20220725","10014","10014090","臺東縣","太麻里鄉","多良村","1~6","Calavi","查拉密部落","245773.086","2489753.686","台鐵多良觀光站","22.50754","120.9589","排灣族"
599,"20220725","10014","10014090","臺東縣","太麻里鄉","多良村","11~12、14~21","Tjatjigel","喳其格勒部落","243918.402","2484722.073","大溪國小","22.46209","120.9409","排灣族"
600,"20220725","10014","10014090","臺東縣","太麻里鄉","多良村","13","Kiring","給陵部落","243522.665","2485625.387","三岔路口","22.47025","120.9371","排灣族"
601,"20220725","10014","10014090","臺東縣","太麻里鄉","香蘭村","8~12","Sasaljak","沙薩拉克部落","249002.151","2497262.475","南迴公路","22.57536","120.9903","阿美族"
602,"20220725","10014","10014090","臺東縣","太麻里鄉","香蘭村","12~14","Lalauran","拉勞蘭部落","248790.674","2497322.388","三岔路口","22.5759","120.9882","排灣族"
603,"20220725","10014","10014090","臺東縣","太麻里鄉","金崙村","1~13","Kanadun","金崙部落","246560.671","2492533.622","賓茂國中","22.53265","120.9666","排灣族"
604,"20220725","10014","10014090","臺東縣","太麻里鄉","金崙村","11~13","Davugele","大武窟部落","246560.671","2492533.622","賓茂國中","22.53265","120.9666","排灣族"
605,"20220725","10014","10014090","臺東縣","太麻里鄉","金崙村","14","Cilalongay","吉拉龍噯部落","245331.578","2492489.849","賓茂國小","22.53225","120.9546","阿美族"
606,"20220725","10014","10014090","臺東縣","太麻里鄉","金崙村","15~17","Padrangigrang","溫泉部落","243769.739","2492265.245","大武山自然保留區管理站","22.53022","120.9394","排灣族"
607,"20220725","10014","10014020","臺東縣","成功鎮","三仙里","1~4","Cirarokohay","芝田部落","289420.504","2556563.963","芝田路","23.11044","121.3849","阿美族"
608,"20220725","10014","10014020","臺東縣","成功鎮","三仙里","5~24","Pisirian","比西里岸部落","290304.055","2557662.575","三仙國小","23.12034","121.3935","阿美族"
609,"20220725","10014","10014020","臺東縣","成功鎮","三民里","1~27","Madawdaw","麻荖漏部落","288050.427","2555562.266","三民國小","23.10142","121.3715","阿美族"
610,"20220725","10014","10014020","臺東縣","成功鎮","忠仁里","34~38","Ciliksay","麒麟部落","286543.799","2554629.471","麒麟路","23.09303","121.3567","阿美族"
611,"20220725","10014","10014020","臺東縣","成功鎮","忠智里","1~25","Kalahaay","民豐部落","288547.859","2555613.898","新港國中","23.10188","121.3763","阿美族"
612,"20220725","10014","10014020","臺東縣","成功鎮","忠孝里","1~6、16~17","Mararo’ong","美山部落","290918.756","2561742.034","忠孝國小","23.15716","121.3996","阿美族"
613,"20220725","10014","10014020","臺東縣","成功鎮","忠孝里","7~11","Folalacay","小港部落","291004.986","2561887.896","成功分局忠孝派出所","23.15847","121.4005","阿美族"
614,"20220725","10014","10014020","臺東縣","成功鎮","忠孝里","12~15","Dadowacen","玉水橋部落","291016.117","2564018.028","玉水橋橋頭","23.17771","121.4006","阿美族"
615,"20220725","10014","10014020","臺東縣","成功鎮","和平里","1~11","Kahciday","和平部落","286095.914","2552630.955","和平國小","23.07499","121.3523","阿美族"
616,"20220725","10014","10014020","臺東縣","成功鎮","博愛里","1~8","Tomiyac","重安部落","290515.02","2565549.93","博愛國小","23.19156","121.3958","阿美族"
617,"20220725","10014","10014020","臺東縣","成功鎮","博愛里","9~16","Sa'aniwan","宜灣部落","290940.908","2567546.004","宜灣路","23.20957","121.4","阿美族"
618,"20220725","10014","10014020","臺東縣","成功鎮","信義里","1~8","Piyoxo","小馬部落","282190.434","2543451.901","花東海岸公路","22.99218","121.314","阿美族"
619,"20220725","10014","10014020","臺東縣","成功鎮","信義里","9~21","Torik","都歷部落","283850.433","2547252.03","信義國小","23.02647","121.3303","阿美族"
620,"20220725","10014","10014020","臺東縣","成功鎮","信義里","22~27","Paongaongan","八嗡嗡部落","285164.142","2549884.372","豐田路","23.05021","121.3431","阿美族"
621,"20220725","10014","10014160","臺東縣","蘭嶼鄉","東清村","1~5","Iranmeylek","東清部落","308284.653","2439953.741","東清國小","22.0568","121.5647","雅美族(達悟族)"
622,"20220725","10014","10014160","臺東縣","蘭嶼鄉","東清村","6~13","Ivalino","野銀部落","308541.592","2437877.469","環島公路","22.03804","121.5671","雅美族(達悟族)"
623,"20220725","10014","10014160","臺東縣","蘭嶼鄉","紅頭村","1~5","Imaorod","紅頭部落","308110.952","2435832.555","蘭嶼國小","22.01959","121.5629","雅美族(達悟族)"
624,"20220725","10014","10014160","臺東縣","蘭嶼鄉","紅頭村","6~11","Iratay","漁人部落","305316.982","2436732.726","蘭嶼航空站","22.02781","121.5358","雅美族(達悟族)"
625,"20220725","10014","10014160","臺東縣","蘭嶼鄉","椰油村","1~7","Yayo","椰油部落","303417.928","2438671.99","椰油國小","22.04538","121.5175","雅美族(達悟族)"
626,"20220725","10014","10014160","臺東縣","蘭嶼鄉","朗島村","1~7","Iraraley","朗島部落","304533.624","2442443.51","朗島國小","22.07941","121.5285","雅美族(達悟族)"
627,"20220725","10002","10002110","宜蘭縣","大同鄉","寒溪村","1~3","‘Syabutay","四方林部落","321279.208","2723710.87","2鄰路口","24.61855","121.704","泰雅族"
628,"20220725","10002","10002110","宜蘭縣","大同鄉","寒溪村","4~5","Kulu","華興部落","319331.55","2723707.256","華興巷","24.61861","121.6848","泰雅族"
629,"20220725","10002","10002110","宜蘭縣","大同鄉","寒溪村","6~10","Alang stacis","寒溪巷部落","319738.437","2722840.374","三星分局寒溪派出所","24.61076","121.6887","泰雅族"
630,"20220725","10002","10002110","宜蘭縣","大同鄉","寒溪村","11~13","Qalang","新光部落","319466.105","2722417.346","台水八區處寒溪淨水廠","24.60695","121.686","泰雅族"
631,"20220725","10002","10002110","宜蘭縣","大同鄉","南山村","1~6","Pyanan","南山部落","288459.87","2703474.356","三星分局南山派出所","24.43701","121.3793","泰雅族"
632,"20220725","10002","10002110","宜蘭縣","大同鄉","四季村","1~10","Qalang skikun","四季部落","293243.624","2709179.829","四季國小","24.48839","121.4267","泰雅族"
633,"20220725","10002","10002110","宜蘭縣","大同鄉","樂水村","2、3","Toruy","東壘部落","303747.221","2722058.503","東壘路","24.60434","121.5308","泰雅族"
634,"20220725","10002","10002110","宜蘭縣","大同鄉","樂水村","4~7","Banun","碼崙部落","303633.015","2721610.285","大同國小樂水分校","24.6003","121.5296","泰雅族"
635,"20220725","10002","10002110","宜蘭縣","大同鄉","樂水村","8","Qalang cinaw","智腦部落","302485.047","2720489.516","三岔路口","24.59022","121.5183","泰雅族"
636,"20220725","10002","10002110","宜蘭縣","大同鄉","松羅村","1、8","Tamalon","玉蘭部落","309736.368","2729219.077","鹿場路","24.66877","121.5902","泰雅族"
637,"20220725","10002","10002110","宜蘭縣","大同鄉","松羅村","2~6","Syanox","松羅部落","308574.017","2727808.512","大同國小松羅分校","24.65608","121.5787","泰雅族"
638,"20220725","10002","10002110","宜蘭縣","大同鄉","松羅村","7","Bngwan","圓山部落","307155.672","2726503.158","泰雅路二段","24.64435","121.5646","泰雅族"
639,"20220725","10002","10002110","宜蘭縣","大同鄉","崙埤村","1","Sqbwh","長嶺部落","312381.947","2732454.568","三岔路口","24.69788","121.6165","泰雅族"
640,"20220725","10002","10002110","宜蘭縣","大同鄉","崙埤村","2~7","Kalan dalah","崙埤部落","311631.677","2730272.946","大同國小","24.67821","121.609","泰雅族"
641,"20220725","10002","10002110","宜蘭縣","大同鄉","崙埤村","8","Qba","九寮溪部落","311165.623","2729497.708","中油大同站","24.67123","121.6044","泰雅族"
642,"20220725","10002","10002110","宜蘭縣","大同鄉","茂安村","1~3","L.muan","茂安部落","295664.605","2714097.142","四季國小茂安分校","24.53272","121.4507","泰雅族"
643,"20220725","10002","10002110","宜蘭縣","大同鄉","英士村","1~6","Knbung","梵梵部落","303230.695","2723003.336","四季國小英士分校","24.61289","121.5257","泰雅族"
644,"20220725","10002","10002110","宜蘭縣","大同鄉","英士村","7~8","Pekus","排骨溪部落","302035.091","2721546.961","泰雅路三段","24.59978","121.5138","泰雅族"
645,"20220725","10002","10002110","宜蘭縣","大同鄉","復興村","1~2","Sengan","牛鬥部落","307658.818","2726109.804","三星分局牛鬥派出所","24.64078","121.5696","泰雅族"
646,"20220725","10002","10002120","宜蘭縣","南澳鄉","東岳村","1~3","Guguc","哥各滋部落","334193.428","2712669.963","台鐵東澳站","24.51822","121.8309","泰雅族"
647,"20220725","10002","10002120","宜蘭縣","南澳鄉","東岳村","4~6","Tpihan","塔壁罕部落","334400.494","2713042.852","東澳國小","24.52158","121.8329","泰雅族"
648,"20220725","10002","10002120","宜蘭縣","南澳鄉","南澳村","4","Kngungu","各姆姆部落","331322.62","2707189.357","中正路22巷","24.4689","121.8022","泰雅族"
649,"20220725","10002","10002120","宜蘭縣","南澳鄉","南澳村","8","K’babaw","庫巴博部落","330436.528","2707093.937","羅東林管處南澳工作站","24.46808","121.7935","泰雅族"
650,"20220725","10002","10002120","宜蘭縣","南澳鄉","碧候村","1-10","Pyahaw","比亞豪部落","329543.586","2707753.499","碧候國小","24.47408","121.7847","泰雅族"
651,"20220725","10002","10002120","宜蘭縣","南澳鄉","金岳村","1-6","Ryohen","流興社部落","327497.504","2707389.108","金岳國小","24.47089","121.7645","泰雅族"
652,"20220725","10002","10002120","宜蘭縣","南澳鄉","武塔村","1、2、3","Buta","武塔部落","328936.301","2704596.328","武塔國小","24.44561","121.7785","泰雅族"
653,"20220725","10002","10002120","宜蘭縣","南澳鄉","武塔村","6","Hagaparis","哈卡巴里斯部落","328846.566","2704376.048","南澳鄉幼兒園武塔分班","24.44362","121.7776","泰雅族"
654,"20220725","10002","10002120","宜蘭縣","南澳鄉","金洋村","1~5","K`yang","金洋部落","325966.146","2702419.808","金洋國小","24.42611","121.7491","泰雅族"
655,"20220725","10002","10002120","宜蘭縣","南澳鄉","金洋村","6~7","Kinus","基諾斯部落","325956.091","2702456.881","南澳鄉幼兒園金洋分班","24.42644","121.749","泰雅族"
656,"20220725","10002","10002120","宜蘭縣","南澳鄉","澳花村","1、2","Kmuyaw","莫瑤部落","325352.111","2691862.925","運動場","24.33082","121.7425","泰雅族"
657,"20220725","10002","10002120","宜蘭縣","南澳鄉","澳花村","3、4","B’bukeykay","巴博凱凱部落","325042.341","2691740.652","蘇澳分局澳花派出所","24.32974","121.7395","泰雅族"
658,"20220725","10002","10002120","宜蘭縣","南澳鄉","澳花村","5、6","Kb’bu","庫巴博部落","325053.165","2691698.728","澳花國小","24.32936","121.7396","泰雅族"
659,"20220725","10013","10013310","屏東縣","春日鄉","力里村","1~10","Lalekeleke","力里部落","213728.745","2481504.579","消防局春日分隊","22.43266","120.6476","排灣族"
